sentence,year,label,pred_label
"PCE core is at about 2, and I think we see that, you know, the temporary increase in headline inflation as being a function of oil prices probably, and we expect inflation to go back down to 2 percent.",2012,1,1
"The problem with the current situation is that, that if you have a sustained period of supply shocks, those can actually start to undermine or to work—to work on de-anchoring inflation expectations.",2012,1,0
We continue to discuss whether or not the unemployment rate itself is an adequate measure of how much underutilization of labor resources there really is.,2020,2,2
"And the maximum level of employment that’s consistent with price stability evolves over time within a—within a business cycle and over a longer period, in part reflecting [the] evolution of the factors that affect labor supply, including those related to the pandemic.",2022,2,2
"As a further step in enhancing the clarity of our communications, the Committee recently decided to begin publishing information about participants’ assessments of appropriate monetary policy—that is, the path of policy that each participant judges as most likely to foster mandate-consistent outcomes for employment and inflation if the economy evolves as expected.",2018,2,2
"And so when asset prices went back up, probably there’ll be a swing around there, a positive contribution.",2020,2,2
"However, at 7.7 percent, the unemployment rate remains elevated.",2013,0,2
"Again, that’s not a forecast, I’ve made a hypothesis, which would imply slower improvement in unemployment.",2019,0,0
"As you said, falling oil prices pull down inflation.",2017,0,0
These base effects will contribute about 1 percentage point to headline inflation and about 0.7 percentage point to core inflation in April and May.,2022,2,2
So we do say that risks to the financial system—we say in our longer-run statement of goals and monetary policy strategy that risks to the financial system that could prevent us from achieving our goals are something that we do take into consideration.,2021,2,2
We also do see the different measures of slack in the labor market point to different assessments of just what maximum employment is.,2021,2,2
it does have a bearing on the inflation outlook.,2021,2,2
"That said, many of my colleagues and I would see a portion of the decline in the unemployment rate as perhaps not representing a diminution of slack in the labor market.",2016,1,0
"And inflation is moving—moving up, I think, toward our 2 percent objective.",2020,0,2
"Our mandate, sorry, is price inflation.",2021,1,2
"By the way, we’re also not at maximum employment, as I mentioned.",2017,0,2
An unexpectedly sharp increase in wages or inflation could tell you that you’re reaching those points.,2018,1,1
"So and, and, you know, the shorter-term ones do tend to move around based on, for example, gasoline prices.",2020,2,2
"So those who can get credit, together with the low prices of houses, are at—able to buy much more house than they could have a few years ago.",2021,0,0
"So in—in—in U-6, the U-6 level of unemployment has tripled from 7 percent to 21 percent.",2016,0,2
"We’re charged by Congress with trying to pursue maximum employment, and we have taken that very seriously.",2022,0,2
"I expect that to continue, and I would expect also to see some improvement in the degree of part-time employment that’s for economic reasons.",2019,0,1
Our current framework for implementing monetary policy is working very well.,2021,2,2
"Returning to monetary policy, we recognize that there has been a great deal of focus on today’s policy decision.",2012,2,2
The outbreak has also disrupted economic activity in many countries and has prompted significant movements in financial markets.,2021,2,2
"But again, our basic forecast is one which is basically, as was pointed out earlier by Mr. Hilsenrath, a moderately optimistic forecast, where growth picks up as we pass through this period of fiscal restraint",2018,2,2
"And in so far as that will affect monetary policy, of course we will have to factor those policies along with many other things, including the global environment and oil prices and other matters.",2013,2,2
And productivity’s been very low.,2020,1,1
"You know, we’re, we’re—inflation measures are always going to be a bit volatile.",2014,2,2
"There should be able to be an adjustment that would have lower than—perhaps lower-than-expected increases in unemployment—lower than would be expected in the ordinary course of events because the level—the ratio of, of vacancies to unemployed is just out of keeping with historical experience.",2015,2,0
"And it’s natural that if it can be employed that, just as monetary policy is doing a lot to try to June 15, 2016 stimulate growth, that fiscal policy should play a role.",2020,0,2
And we’d like to see that in the form of a series of declining monthly inflation readings—that’s what we’re looking for.,2017,1,2
"What we really mean is that we would look at—we know that inflation will move around on both sides of the target, and what we say is that we would be equally concerned with inflation persistently above as persistently below the target.",2017,2,0
"So let me talk about the coronavirus specifically, and then I’ll turn more to global growth more generally.",2019,2,2
"Wage growth is not—there are many factors that affect it—it’s not definitive in any sense in determining our policy,",2021,2,2
"Well, you’re certainly right that we have been over-optimistic about out-year growth.",2022,1,2
"I mean, we—the—again, the relationship between slack in the economy and inflation is weak, has been weak.",2015,2,2
