true_label,original_sent,text_output
0,"Now, with inflation below 2 percent, I think it’s appropriate that the labor market be that tight.","DOVISH
The sentence suggests a dovish stance as it implies a preference for a tight labor market despite inflation being below 2 percent. This indicates a willingness to prioritize employment over inflation concerns, which aligns with an easing or accommodative monetary policy."
1,"Well, you’re certainly right that we have been over-optimistic about out-year growth.","DOVISH
The sentence suggests a recognition of past over-optimism about future growth, indicating a more cautious or pessimistic stance. This aligns with a dovish stance, which corresponds to easing of the monetary policy."
2,The unemployment rate was 3.5 percent in February and has been at or near half-century lows for almost two years.,"NEUTRAL
The sentence provides factual information about the unemployment rate without indicating any specific stance towards tightening or easing of monetary policy."
2,"So you’re right, you’re seeing—I, I can’t remember the number, but it might be in the 3s—3, 3½ percent growth for next year.","NEUTRAL
The sentence does not indicate any specific stance towards tightening or easing of monetary policy. It simply mentions a growth rate for the next year without expressing any bias."
0,"Again, that’s not a forecast, I’ve made a hypothesis, which would imply slower improvement in unemployment.","DOVISH
The sentence suggests a dovish stance as it implies a slower improvement in unemployment, which would correspond to easing of the monetary policy."
1,And we’d like to see that in the form of a series of declining monthly inflation readings—that’s what we’re looking for.,"DOVISH
The sentence suggests a desire for a series of declining monthly inflation readings, indicating a preference for easing monetary policy to combat inflation."
2,"When, when you get to—in, in the forecast, all of that, you know, supply and demand sides of the economy adapt.","NEUTRAL
The sentence does not indicate a clear stance on tightening or easing of monetary policy. It discusses the adaptation of supply and demand sides of the economy, which suggests a neutral stance."
2,Wage inflation has been running at 2 percent.,"NEUTRAL
The sentence simply states a fact about wage inflation running at 2 percent, without indicating any specific stance towards tightening or easing of monetary policy."
2,"Of course, we’re ready to provide information that Congress needs to evaluate the Fed’s decisionmaking, in monetary policy and elsewhere.","NEUTRAL
The sentence does not indicate a clear stance towards either tightening or easing of monetary policy. It simply states the willingness to provide information to Congress for evaluating the Fed's decision-making."
0,"We also said we wouldn’t raise rates just in response to very low unemployment, in the absence of inflation.","DOVISH
The sentence suggests a dovish stance as it states that the central bank would not raise rates solely based on low unemployment, indicating a willingness to prioritize inflation concerns over tightening monetary policy."
1,An unexpectedly sharp increase in wages or inflation could tell you that you’re reaching those points.,"HAWKISH
The sentence suggests that an unexpectedly sharp increase in wages or inflation could indicate that the economy is reaching certain points, which implies a need for tightening monetary policy to control inflationary pressures."
2,So that means a more prolonged shortfall of inflation.,"DOVISH
The sentence suggests that there is a prolonged shortfall of inflation, indicating a need for easing of the monetary policy to stimulate economic growth and increase inflation."
2,"And so when asset prices went back up, probably there’ll be a swing around there, a positive contribution.","NEUTRAL
The sentence does not indicate a clear stance towards either tightening or easing of monetary policy. It simply mentions a potential swing in asset prices and a positive contribution, without expressing a specific policy direction."
